,Date,Close,High,Low,Open,Volume,Year,Month,Day,Weekday,year-month,high_low_diff,open_close_diff,daily_retun_persent
11,1997-06-02,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,11832000,1997,6,2,Monday,1997-06,0.0015629976987839023,0.0,0.0
12,1997-06-03,0.0739580020308494,0.0765630006790161,0.0739580020308494,0.0765630006790161,23664000,1997,6,3,Tuesday,1997-06,0.002604998648166698,0.002604998648166698,-3.4024249638385182
13,1997-06-04,0.0708329975605011,0.0744789987802505,0.0697920024394989,0.0739580020308494,61608000,1997,6,4,Wednesday,1997-06,0.0046869963407515924,0.0031250044703483026,-4.22537708501752
14,1997-06-05,0.0770829990506172,0.0770829990506172,0.0687500014901161,0.0708329975605011,113448000,1997,6,5,Thursday,1997-06,0.008332997560501099,-0.0062500014901161055,8.823573342039841
15,1997-06-06,0.0828130021691322,0.0854170024394989,0.0755209997296333,0.0757810026407241,156144000,1997,6,6,Friday,1997-06,0.009896002709865598,-0.007031999528408106,9.279369872877833
16,1997-06-09,0.0843750014901161,0.0854170024394989,0.0828130021691322,0.0828130021691322,47040000,1997,6,9,Monday,1997-06,0.0026040002703666965,-0.0015619993209839006,1.8861764216611405
17,1997-06-10,0.0791670009493827,0.0854170024394989,0.0765630006790161,0.0854170024394989,109176000,1997,6,10,Tuesday,1997-06,0.008854001760482802,0.006250001490116203,-7.317046151956803
18,1997-06-11,0.0770829990506172,0.0802080035209655,0.0765630006790161,0.0796879976987838,23760000,1997,6,11,Wednesday,1997-06,0.0036450028419494074,0.002604998648166601,-3.2689974944700593
19,1997-06-12,0.0802080035209655,0.0822919979691505,0.0776040032505989,0.0791670009493827,32640000,1997,6,12,Thursday,1997-06,0.004687994718551608,-0.001041002571582808,1.3149450643562937
20,1997-06-13,0.0791670009493827,0.0812499970197677,0.0791670009493827,0.0812499970197677,13872000,1997,6,13,Friday,1997-06,0.002082996070385007,0.002082996070385007,-2.563687565278587
21,1997-06-16,0.078645996749401,0.0802080035209655,0.078125,0.0802080035209655,18264000,1997,6,16,Monday,1997-06,0.0020830035209655068,0.0015620067715645114,-1.9474450216881656
22,1997-06-17,0.0752599984407424,0.0799480006098747,0.0747400000691413,0.0799480006098747,94128000,1997,6,17,Tuesday,1997-06,0.005208000540733393,0.004688002169132302,-5.863814145907819
23,1997-06-18,0.0755209997296333,0.0768230035901069,0.0750000029802322,0.0760419964790344,49296000,1997,6,18,Wednesday,1997-06,0.0018230006098746976,0.0005209967494010925,-0.6851434385270736
24,1997-06-19,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,20064000,1997,6,19,Thursday,1997-06,0.0015629976987839023,0.0,0.0
25,1997-06-20,0.0763019993901252,0.0776040032505989,0.0750000029802322,0.0765630006790161,67752000,1997,6,20,Friday,1997-06,0.0026040002703666965,0.00026100128889089413,-0.340897413340838
26,1997-06-23,0.0750000029802322,0.0770829990506172,0.0739580020308494,0.0770829990506172,20952000,1997,6,23,Monday,1997-06,0.003124997019767803,0.002082996070385007,-2.702276891195152
27,1997-06-24,0.0755209997296333,0.0763019993901252,0.0739580020308494,0.0752599984407424,15024000,1997,6,24,Tuesday,1997-06,0.002343997359275804,-0.000261001288890908,0.34679948750784667
28,1997-06-25,0.0755209997296333,0.0763019993901252,0.0744789987802505,0.0763019993901252,42120000,1997,6,25,Wednesday,1997-06,0.0018230006098747115,0.0007809996604919017,-1.023563821045791
29,1997-06-26,0.0755209997296333,0.0760419964790344,0.0752599984407424,0.0760419964790344,63792000,1997,6,26,Thursday,1997-06,0.0007819980382920005,0.0005209967494010925,-0.6851434385270736
30,1997-06-27,0.0744789987802505,0.0757810026407241,0.0739580020308494,0.0757810026407241,23760000,1997,6,27,Friday,1997-06,0.0018230006098746976,0.001302003860473605,-1.7181137951504468
31,1997-06-30,0.0770829990506172,0.0799480006098747,0.0739580020308494,0.0755209997296333,54936000,1997,6,30,Monday,1997-06,0.005989998579025296,-0.0015619993209839006,2.068297992049747
32,1997-07-01,0.0757810026407241,0.0770829990506172,0.0755209997296333,0.0770829990506172,25848000,1997,7,1,Tuesday,1997-07,0.0015619993209839006,0.0013019964098931053,-1.6890837485943409
33,1997-07-02,0.079426996409893,0.0796879976987838,0.0755209997296333,0.0757810026407241,77640000,1997,7,2,Wednesday,1997-07,0.004166997969150502,-0.0036459937691688954,4.81122397714169
34,1997-07-03,0.0955730006098747,0.0958330035209655,0.0796879976987838,0.0799480006098747,251544000,1997,7,3,Thursday,1997-07,0.0161450058221817,-0.015625,19.54395342073144
35,1997-07-07,0.1000000014901161,0.1010420024394989,0.0916669964790344,0.0916669964790344,161064000,1997,7,7,Monday,1997-07,0.009375005960464505,-0.00833300501108171,9.090518213921836
36,1997-07-08,0.1151039972901344,0.1166670024394989,0.1020829975605011,0.1020829975605011,310344000,1997,7,8,Tuesday,1997-07,0.014584004878997803,-0.013020999729633304,12.755306996070725
37,1997-07-09,0.1161459982395172,0.1192710027098655,0.1135419979691505,0.1151039972901344,165240000,1997,7,9,Wednesday,1997-07,0.005729004740714999,-0.0010420009493827959,0.9052691252383692
38,1997-07-10,0.1281249970197677,0.1286460012197494,0.1166670024394989,0.1166670024394989,181032000,1997,7,10,Thursday,1997-07,0.011978998780250494,-0.011457994580268804,9.821109945985528
39,1997-07-11,0.1145830005407333,0.1260419934988021,0.1104170009493827,0.1260419934988021,210624000,1997,7,11,Friday,1997-07,0.015624992549419403,0.011458992958068806,-9.091408855079488
40,1997-07-14,0.1067709997296333,0.1166670024394989,0.1057289987802505,0.1161459982395172,92088000,1997,7,14,Monday,1997-07,0.010938003659248408,0.009374998509883894,-8.071736135540974
41,1997-07-15,0.1218750029802322,0.1239579990506172,0.1067709997296333,0.1067709997296333,185496000,1997,7,15,Tuesday,1997-07,0.0171869993209839,-0.015104003250598894,14.14616636431748
42,1997-07-16,0.1166670024394989,0.1247399970889091,0.1151039972901344,0.1223959997296333,60480000,1997,7,16,Wednesday,1997-07,0.009635999798774691,0.005728997290134402,-4.680706316210884
43,1997-07-17,0.1109379976987838,0.1171879991889,0.1078130006790161,0.1171879991889,63384000,1997,7,17,Thursday,1997-07,0.009374998509883894,0.006250001490116189,-5.333311886349013
44,1997-07-18,0.1078130006790161,0.1109379976987838,0.1078130006790161,0.109375,15600000,1997,7,18,Friday,1997-07,0.0031249970197677057,0.0015619993209839006,-1.4281136648995663
45,1997-07-21,0.1091149970889091,0.109895996749401,0.1072919964790344,0.1088540032505989,11496000,1997,7,21,Monday,1997-07,0.0026040002703665993,-0.00026099383831020007,0.23976503437301389
46,1997-07-22,0.1067709997296333,0.109375,0.1031249985098838,0.1083329990506172,31272000,1997,7,22,Tuesday,1997-07,0.006250001490116203,0.0015619993209839006,-1.4418499761592278
47,1997-07-23,0.1145830005407333,0.1166670024394989,0.1088540032505989,0.109375,65184000,1997,7,23,Wednesday,1997-07,0.007812999188900008,-0.005208000540733296,4.761600494384727
48,1997-07-24,0.1130210012197494,0.1156250014901161,0.1109379976987838,0.1151039972901344,24336000,1997,7,24,Thursday,1997-07,0.0046870037913323,0.002082996070385007,-1.8096644073398667
49,1997-07-25,0.1114580035209655,0.1124999970197677,0.1109379976987838,0.1109379976987838,12408000,1997,7,25,Friday,1997-07,0.0015619993209839006,-0.0005200058221817017,0.4687355396422505
50,1997-07-28,0.1161459982395172,0.1197919994592666,0.1109379976987838,0.1114580035209655,51480000,1997,7,28,Monday,1997-07,0.008854001760482788,-0.004687994718551691,4.206063782283583
51,1997-07-29,0.1239579990506172,0.125,0.1166670024394989,0.1182290017604827,96288000,1997,7,29,Tuesday,1997-07,0.008332997560501099,-0.005728997290134499,4.845678475523914
52,1997-07-30,0.1223959997296333,0.1252599954605102,0.1213539987802505,0.125,50352000,1997,7,30,Wednesday,1997-07,0.0039059966802597046,0.0026040002703666965,-2.083200216293357
53,1997-07-31,0.1197919994592666,0.1218750029802322,0.1166670024394989,0.1218750029802322,29088000,1997,7,31,Thursday,1997-07,0.005208000540733296,0.002083003520965604,-1.709131052331922
54,1997-08-01,0.1208330020308494,0.1208330020308494,0.1124999970197677,0.1171879991889,71760000,1997,8,1,Friday,1997-08,0.008333005011081696,-0.0036450028419494074,3.110389175664551
55,1997-08-04,0.1156250014901161,0.1205729991197586,0.1151039972901344,0.1187499985098838,53424000,1997,8,4,Monday,1997-08,0.005469001829624204,0.003124997019767692,-2.6315764707210434
56,1997-08-05,0.1104170009493827,0.1166670024394989,0.1072919964790344,0.1166670024394989,60648000,1997,8,5,Tuesday,1997-08,0.009375005960464505,0.006250001490116203,-5.357128716285759
57,1997-08-06,0.1124999970197677,0.1156250014901161,0.109375,0.1104170009493827,24864000,1997,8,6,Wednesday,1997-08,0.0062500014901161055,-0.002082996070385007,1.8864812958829529
58,1997-08-07,0.1088540032505989,0.1130210012197494,0.1062500029802322,0.1124999970197677,40680000,1997,8,7,Thursday,1997-08,0.006770998239517198,0.003645993769168812,-3.2408834362263703
59,1997-08-08,0.1145830005407333,0.1151039972901344,0.1052080020308494,0.1083329990506172,44232000,1997,8,8,Friday,1997-08,0.009895995259285001,-0.006250001490116092,5.769249946819859
60,1997-08-11,0.116406001150608,0.1166670024394989,0.1124999970197677,0.1145830005407333,24792000,1997,8,11,Monday,1997-08,0.004167005419731196,-0.0018230006098746976,1.5909869712537648
61,1997-08-12,0.109895996749401,0.1151039972901344,0.109895996749401,0.1140630021691322,11424000,1997,8,12,Tuesday,1997-08,0.005208000540733407,0.0041670054197312095,-3.6532489418018206
62,1997-08-13,0.109895996749401,0.1114580035209655,0.1083329990506172,0.1114580035209655,11808000,1997,8,13,Wednesday,1997-08,0.0031250044703483026,0.0015620067715645114,-1.4014307830937367
63,1997-08-14,0.1078130006790161,0.1124999970197677,0.1059900000691413,0.1088540032505989,20832000,1997,8,14,Thursday,1997-08,0.006509996950626401,0.0010410025715827942,-0.9563291569408282
64,1997-08-15,0.1057289987802505,0.1078130006790161,0.0968749970197677,0.1067709997296333,31944000,1997,8,15,Friday,1997-08,0.010938003659248394,0.0010420009493828097,-0.9759213194794243
65,1997-08-18,0.1020829975605011,0.1026040017604827,0.0984380021691322,0.1026040017604827,35688000,1997,8,18,Monday,1997-08,0.0041659995913505,0.0005210041999816062,-0.5077815592396004
66,1997-08-19,0.1083329990506172,0.1104170009493827,0.1026040017604827,0.1046880036592483,20064000,1997,8,19,Tuesday,1997-08,0.007812999188899994,-0.0036449953913689076,3.481769891451076
67,1997-08-20,0.1083329990506172,0.109375,0.1036460027098655,0.109375,19992000,1997,8,20,Wednesday,1997-08,0.005728997290134499,0.0010420009493827959,-0.9526865822928419
68,1997-08-21,0.1057289987802505,0.108594000339508,0.1036460027098655,0.1067709997296333,12480000,1997,8,21,Thursday,1997-08,0.0049479976296425005,0.0010420009493828097,-0.9759213194794243
69,1997-08-22,0.1062500029802322,0.1062500029802322,0.1046880036592483,0.1052080020308494,14256000,1997,8,22,Friday,1997-08,0.0015619993209839006,-0.0010420009493827959,0.9904198628135312
70,1997-08-25,0.1109379976987838,0.1130210012197494,0.1052080020308494,0.1052080020308494,22536000,1997,8,25,Monday,1997-08,0.007812999188899994,-0.005729995667934404,5.446349666686225
71,1997-08-26,0.1171879991889,0.1177079975605011,0.1114580035209655,0.1119790002703666,51480000,1997,8,26,Tuesday,1997-08,0.006249994039535592,-0.005208998918533395,4.651764086084515
72,1997-08-27,0.1158849969506263,0.1161459982395172,0.1124999970197677,0.1153649985790252,27840000,1997,8,27,Wednesday,1997-08,0.0036460012197494923,-0.0005199983716011047,0.4507418870593623
73,1997-08-28,0.1187499985098838,0.1197919994592666,0.1140630021691322,0.1151039972901344,22944000,1997,8,28,Thursday,1997-08,0.005728997290134388,-0.003646001219749395,3.1675713316533924
74,1997-08-29,0.1169269979000091,0.1187499985098838,0.1161459982395172,0.1182290017604827,14448000,1997,8,29,Friday,1997-08,0.0026040002703665993,0.001302003860473605,-1.1012559026010413
75,1997-09-02,0.1177079975605011,0.1187499985098838,0.1166670024394989,0.1171879991889,14640000,1997,9,2,Tuesday,1997-09,0.002082996070384896,-0.0005199983716011047,0.4437300535892747
76,1997-09-03,0.1166670024394989,0.1208330020308494,0.1156250014901161,0.1171879991889,39288000,1997,9,3,Wednesday,1997-09,0.005208000540733296,0.0005209967494010925,-0.4445819990161938
77,1997-09-04,0.127603992819786,0.127603992819786,0.1171879991889,0.1182290017604827,66960000,1997,9,4,Thursday,1997-09,0.010415993630885995,-0.009374991059303284,7.929518916429535
78,1997-09-05,0.125,0.1333329975605011,0.1229169964790344,0.1291670054197311,38160000,1997,9,5,Friday,1997-09,0.010416001081466703,0.004167005419731112,-3.226060251370181
79,1997-09-08,0.1500000059604644,0.1510419994592666,0.125,0.1265629976987838,112968000,1997,9,8,Monday,1997-09,0.026041999459266607,-0.023437008261680603,18.5180571634847
80,1997-09-09,0.161979004740715,0.1692710071802139,0.1513019949197769,0.1570309996604919,179424000,1997,9,9,Tuesday,1997-09,0.01796901226043701,-0.004948005080223111,3.1509734325839625
81,1997-09-10,0.1651040017604828,0.1664060056209564,0.15625,0.1656250059604644,77328000,1997,9,10,Wednesday,1997-09,0.010156005620956393,0.0005210041999816062,-0.3145685622531979
82,1997-09-11,0.1578129976987838,0.1666669994592666,0.1520829945802688,0.1666669994592666,85248000,1997,9,11,Thursday,1997-09,0.014584004878997803,0.008854001760482816,-5.312390448744313
83,1997-09-12,0.1843750029802322,0.1848960071802139,0.1578129976987838,0.1593749970197677,66672000,1997,9,12,Friday,1997-09,0.02708300948143011,-0.025000005960464505,15.686278543028735
84,1997-09-15,0.1546880006790161,0.1838539987802505,0.1526039987802505,0.1833329945802688,111672000,1997,9,15,Monday,1997-09,0.03125,0.02864499390125269,-15.624570998163145
85,1997-09-16,0.1677079945802688,0.1770830005407333,0.1559900045394897,0.15625,128640000,1997,9,16,Tuesday,1997-09,0.02109299600124362,-0.011457994580268804,7.333116531372035
86,1997-09-17,0.1703130006790161,0.1749999970197677,0.1666669994592666,0.1729169934988021,52152000,1997,9,17,Wednesday,1997-09,0.008332997560501099,0.0026039928197859885,-1.5059207120693017
87,1997-09-18,0.1645829975605011,0.1734379976987838,0.1640630066394806,0.171875,42576000,1997,9,18,Thursday,1997-09,0.0093749910593032,0.007292002439498901,-4.242619601162997
88,1997-09-19,0.1973959952592849,0.2041669934988021,0.1687500029802322,0.1690099984407425,178584000,1997,9,19,Friday,1997-09,0.03541699051856989,-0.028385996818542397,16.79545416272811
89,1997-09-22,0.2249999940395355,0.2338539958000183,0.1973959952592849,0.2000000029802322,338760000,1997,9,22,Monday,1997-09,0.03645800054073342,-0.024999991059303284,12.499995343387198
90,1997-09-23,0.2312500029802322,0.2322919964790344,0.2197919934988021,0.224479004740715,153648000,1997,9,23,Tuesday,1997-09,0.012500002980232294,-0.006770998239517212,3.0163169367834954
91,1997-09-24,0.21875,0.2406249940395355,0.2145829945802688,0.2322919964790344,164016000,1997,9,24,Wednesday,1997-09,0.02604199945926669,0.013541996479034396,-5.829730117394137
92,1997-09-25,0.2039059996604919,0.2177080065011978,0.2026039958000183,0.2171880006790161,99360000,1997,9,25,Thursday,1997-09,0.015104010701179477,0.013282001018524225,-6.115439608541635
93,1997-09-26,0.2083330005407333,0.2130209952592849,0.2026039958000183,0.2036460041999817,54624000,1997,9,26,Friday,1997-09,0.01041699945926658,-0.00468699634075162,2.3015410290834675
94,1997-09-29,0.2020830065011978,0.2093749940395355,0.1979169994592666,0.2072920054197311,47424000,1997,9,29,Monday,1997-09,0.011457994580268888,0.005208998918533325,-2.5128797938859178
95,1997-09-30,0.2169270068407058,0.2174479961395263,0.190103992819786,0.2000000029802322,105096000,1997,9,30,Tuesday,1997-09,0.027344003319740323,-0.016927003860473577,8.463501804120785
96,1997-10-01,0.2010419964790344,0.2249999940395355,0.1968750059604644,0.2218749970197677,99984000,1997,10,1,Wednesday,1997-10,0.0281249880790711,0.02083300054073331,-9.389521496591712
97,1997-10-02,0.2005210071802139,0.208854004740715,0.1994789987802505,0.2020830065011978,37536000,1997,10,2,Thursday,1997-10,0.009375005960464505,0.0015619993209838867,-0.7729493677018451
98,1997-10-03,0.2007810026407241,0.2062499970197677,0.1989579945802688,0.2041669934988021,23280000,1997,10,3,Friday,1997-10,0.007292002439498901,0.003385990858078003,-1.6584418470647018
99,1997-10-06,0.2062499970197677,0.2062499970197677,0.1971350014209747,0.2000000029802322,40560000,1997,10,6,Monday,1997-10,0.009114995598793002,-0.006249994039535495,3.124996973201664
100,1997-10-07,0.2028650045394897,0.2093749940395355,0.2020830065011978,0.2041669934988021,34848000,1997,10,7,Tuesday,1997-10,0.0072919875383377075,0.0013019889593124112,-0.637707857181161
101,1997-10-08,0.2002599984407425,0.2083330005407333,0.1992190033197403,0.2072920054197311,56136000,1997,10,8,Wednesday,1997-10,0.009113997220993014,0.00703200697898862,-3.3923194311087874
102,1997-10-09,0.1875,0.2010419964790344,0.1869789958000183,0.2000000029802322,79008000,1997,10,9,Thursday,1997-10,0.014063000679016086,0.012500002980232211,-6.250001396983828
103,1997-10-10,0.1950519979000091,0.203125,0.1833329945802688,0.1864580065011978,75744000,1997,10,10,Friday,1997-10,0.019792005419731196,-0.008593991398811313,4.6090760917558695
104,1997-10-13,0.2000000029802322,0.2020830065011978,0.1963540017604828,0.1963540017604828,16296000,1997,10,13,Monday,1997-10,0.005729004740714999,-0.003646001219749423,1.8568509870233767
105,1997-10-14,0.1989579945802688,0.2052080035209655,0.1916670054197311,0.203125,30936000,1997,10,14,Tuesday,1997-10,0.01354099810123438,0.004167005419731196,-2.051448822021512
106,1997-10-15,0.1960940062999725,0.1984380036592483,0.1885419934988021,0.1984380036592483,47112000,1997,10,15,Wednesday,1997-10,0.009896010160446195,0.00234399735927579,-1.1812240176034179
107,1997-10-16,0.1812500059604644,0.1989579945802688,0.1802079975605011,0.1989579945802688,69624000,1997,10,16,Thursday,1997-10,0.018749997019767706,0.01770798861980441,-8.900365455111277
108,1997-10-17,0.1812500059604644,0.1828130036592483,0.1760420054197311,0.1807290017604828,50688000,1997,10,17,Friday,1997-10,0.006770998239517184,-0.0005210041999816062,0.28827924400981564
109,1997-10-20,0.1911460012197494,0.1937499940395355,0.1833329945802688,0.1838539987802505,98256000,1997,10,20,Monday,1997-10,0.01041699945926669,-0.007292002439498901,3.966191917432586
110,1997-10-21,0.221353992819786,0.2218749970197677,0.1927080005407333,0.1979169994592666,241920000,1997,10,21,Tuesday,1997-10,0.029166996479034396,-0.02343699336051938,11.841829365113712
111,1997-10-22,0.2260420024394989,0.2309899926185608,0.21875,0.2208330035209655,104160000,1997,10,22,Wednesday,1997-10,0.012239992618560791,-0.0052089989185334085,2.358795485946862
112,1997-10-23,0.2249999940395355,0.2281250059604644,0.2093749940395355,0.2114579975605011,113136000,1997,10,23,Thursday,1997-10,0.0187500119209289,-0.013541996479034396,6.404107026105665
113,1997-10-24,0.2513020038604736,0.2531250119209289,0.2270829975605011,0.2374999970197677,189840000,1997,10,24,Friday,1997-10,0.0260420143604278,-0.013802006840705872,5.811371374272943
114,1997-10-27,0.2135419994592666,0.2505210041999817,0.2114579975605011,0.240104004740715,121824000,1997,10,27,Monday,1997-10,0.03906300663948059,0.026562005281448392,-11.062708141887235
115,1997-10-28,0.2473960071802139,0.25,0.1937499940395355,0.1958329975605011,234384000,1997,10,28,Tuesday,1997-10,0.056250005960464505,-0.0515630096197128,26.330092610558548
116,1997-10-29,0.2695310115814209,0.2750000059604645,0.25,0.2572920024394989,142536000,1997,10,29,Wednesday,1997-10,0.025000005960464478,-0.012239009141921997,4.756855644900951
117,1997-10-30,0.2562499940395355,0.2677080035209656,0.2520830035209656,0.2604170143604278,95400000,1997,10,30,Thursday,1997-10,0.015625,0.0041670203208922785,-1.6001336668137018
118,1997-10-31,0.2541669905185699,0.2729170024394989,0.2484380006790161,0.2682290077209472,100536000,1997,10,31,Friday,1997-10,0.024479001760482788,0.01406201720237732,-5.242541558744004
119,1997-11-03,0.2536459863185882,0.2609379887580871,0.2473960071802139,0.2609379887580871,39984000,1997,11,3,Monday,1997-11,0.013541981577873202,0.007292002439498901,-2.7945346226529097
120,1997-11-04,0.2479169964790344,0.2526040077209472,0.2411459982395172,0.25,47304000,1997,11,4,Tuesday,1997-11,0.011458009481429998,0.002083003520965604,-0.8332014083862416
121,1997-11-05,0.2437500059604644,0.2559899985790252,0.2437500059604644,0.2489580065011978,61872000,1997,11,5,Wednesday,1997-11,0.012239992618560819,0.005208000540733393,-2.0919192814585523
122,1997-11-06,0.2330729961395263,0.2458329945802688,0.2317710071802139,0.2458329945802688,58272000,1997,11,6,Thursday,1997-11,0.014061987400054904,0.012759998440742493,-5.190514992720446
123,1997-11-07,0.2239580005407333,0.2320310026407241,0.2192710041999817,0.2208330035209655,52536000,1997,11,7,Friday,1997-11,0.01275999844074241,-0.0031249970197678167,1.41509510351388
124,1997-11-10,0.2104170024394989,0.2281250059604644,0.2104170024394989,0.2249999940395355,55296000,1997,11,10,Monday,1997-11,0.017708003520965493,0.014582991600036593,-6.481329771712868
125,1997-11-11,0.1973959952592849,0.2156250029802322,0.1958329975605011,0.212239995598793,86256000,1997,11,11,Tuesday,1997-11,0.019792005419731112,0.014844000339508112,-6.993969396592152
126,1997-11-12,0.1885419934988021,0.2093749940395355,0.1833329945802688,0.1888020038604736,173664000,1997,11,12,Wednesday,1997-11,0.02604199945926669,0.00026001036167150327,-0.13771589090953362
127,1997-11-13,0.1929689943790435,0.1984380036592483,0.1885419934988021,0.1973959952592849,85800000,1997,11,13,Thursday,1997-11,0.009896010160446195,0.004427000880241394,-2.242700453181135
128,1997-11-14,0.2083330005407333,0.2104170024394989,0.1890629976987838,0.1968750059604644,117384000,1997,11,14,Friday,1997-11,0.02135400474071511,-0.011457994580268915,5.819933578856557
129,1997-11-17,0.21875,0.2270829975605011,0.2109380066394806,0.2114579975605011,147888000,1997,11,17,Monday,1997-11,0.016144990921020508,-0.007292002439498901,3.4484401269394205
130,1997-11-18,0.2208330035209655,0.2239580005407333,0.2171880006790161,0.21875,37320000,1997,11,18,Tuesday,1997-11,0.006769999861717196,-0.002083003520965493,0.9522301810127967
131,1997-11-19,0.2255209982395172,0.2260420024394989,0.2156250029802322,0.2203129976987838,50688000,1997,11,19,Wednesday,1997-11,0.01041699945926669,-0.005208000540733421,2.3639097988462305
132,1997-11-20,0.2291669994592666,0.2302079945802688,0.2255209982395172,0.2286459952592849,118464000,1997,11,20,Thursday,1997-11,0.0046869963407515924,-0.0005210041999817172,0.2278650012614031
133,1997-11-21,0.224479004740715,0.2291669994592666,0.224479004740715,0.2276040017604828,52056000,1997,11,21,Friday,1997-11,0.004687994718551608,0.003124997019767789,-1.3729973970564693
134,1997-11-24,0.2114579975605011,0.2208330035209655,0.2114579975605011,0.21875,40392000,1997,11,24,Monday,1997-11,0.009375005960464394,0.007292002439498901,-3.333486829485212
135,1997-11-25,0.2101559937000274,0.2166669964790344,0.2020830065011978,0.2119790017604828,66096000,1997,11,25,Tuesday,1997-11,0.014583989977836609,0.0018230080604553778,-0.8599946434860624
136,1997-11-26,0.2130209952592849,0.2205729931592941,0.2119790017604828,0.2119790017604828,32616000,1997,11,26,Wednesday,1997-11,0.008593991398811313,-0.0010419934988021018,0.4915550550518493
137,1997-11-28,0.2062499970197677,0.2166669964790344,0.205728992819786,0.2135419994592666,32064000,1997,11,28,Friday,1997-11,0.010938003659248408,0.007292002439498901,-3.4147860645511376
138,1997-12-01,0.2135419994592666,0.21875,0.2067710012197494,0.2119790017604828,47664000,1997,12,1,Monday,1997-12,0.011978998780250605,-0.001562997698783819,0.7373360973507489
139,1997-12-02,0.2117190062999725,0.2151039987802505,0.208854004740715,0.2130209952592849,25248000,1997,12,2,Tuesday,1997-12,0.006249994039535495,0.0013019889593123835,-0.6112021764463303
140,1997-12-03,0.2182289958000183,0.21875,0.2093749940395355,0.2098959982395172,25800000,1997,12,3,Wednesday,1997-12,0.009375005960464505,-0.008332997560501099,3.9700602347797607
141,1997-12-04,0.2249999940395355,0.2276040017604828,0.2192710041999817,0.2200520038604736,60768000,1997,12,4,Thursday,1997-12,0.008332997560501099,-0.00494799017906189,2.2485549289518025
142,1997-12-05,0.2296880036592483,0.2296880036592483,0.2177080065011978,0.2218749970197677,53232000,1997,12,5,Friday,1997-12,0.01197999715805051,-0.00781300663948059,3.521355152416971
143,1997-12-08,0.2354169934988021,0.2385420054197311,0.2260420024394989,0.2270829975605011,95328000,1997,12,8,Monday,1997-12,0.012500002980232211,-0.008333995938301003,3.670021986600119
144,1997-12-09,0.234375,0.2385420054197311,0.2302079945802688,0.2333330065011978,26640000,1997,12,9,Tuesday,1997-12,0.008334010839462308,-0.0010419934988022128,0.4465692678574661
145,1997-12-10,0.2255209982395172,0.2312500029802322,0.2197919934988021,0.2291669994592666,28896000,1997,12,10,Wednesday,1997-12,0.01145800948143011,0.003646001219749395,-1.5909800400373333
146,1997-12-11,0.234375,0.2416670024394989,0.2197919934988021,0.2197919934988021,100296000,1997,12,11,Thursday,1997-12,0.0218750089406968,-0.014583006501197898,6.634912522997512
147,1997-12-12,0.2270829975605011,0.240104004740715,0.2203129976987838,0.2322919964790344,53448000,1997,12,12,Friday,1997-12,0.019791007041931208,0.0052089989185332974,-2.2424358124639205
148,1997-12-15,0.2291669994592666,0.2333330065011978,0.2203129976987838,0.2291669994592666,33888000,1997,12,15,Monday,1997-12,0.013020008802413996,0.0,0.0
